ID,review,label
350,hahahahahahahahaha chalo chalo naiki aur pooch pooch 😂😂,Positive
351,nice episodegood job done by samina ahmed and tabishor acting b bht good ki sub nybilo anti ny to game e change kr di sari and dj b sporting role play kr raha h jia and arsaland jamal khan ki gherat jag gye hhahahaha,Positive
352,uncle wo namaz prh raha ha,Positive
353,immidiatly kick out aqib javed he is a big fraud,Negative
354,murshid da dedar bahoo sanu lakh croran hajjan,Positive
355,lekin ab lag raha hai ke jamat e islami ke sala ameer maulana mutee ur rehman nizami samait aik darjan se zaiyd aeham siyasi karkuno ko phansi ki saza suna kar bangladesh ko danista taur par tabahi ki janib dhakela ja raha hai,Negative
356,pila kr zehr vo hans k boly,Negative
357,bardasht buzdili nahi balkyn bardasht zindagi ki aik aham aosol hein,Positive
358,jarihana andaaz se khelne wale khiladi to duniya mein beshumar hain magar afridi ki baat he kuch aur hai,Positive
359,motuuu mjhe bhi bhej mai bhi jag luga,Positive
360,ye hammari khush nasebi ha k hum ko peer saab ki rahnumai mili allah paak peer saab ko darazi e umer bilkhair ata kry (ameen),Positive
361,question : ghar walon ki taraf se beron e mulk hone wale tournaments mein shirkat ke hawale se kitni support hainasir iqbal : is waqat to tamam tar support ghar walon ki taraf se hi hai won a sirf hum par mehnat kar rahe,Positive
362,masajid aur imam bargahon mein namaziyon par goliyan bomb hamla waghairah qatal o gharat ki inteha kar di jati hai jis par inayat hussain bhatti ne barwaqat qayam e aman ke leye aik jamat banai jis ka naam almi aman conference rakha gaya,Positive
363,kya baat hey hazrat hakeem sahab key,Positive
364,is doran bhi khubsorat kaam kiya,Positive
365,hahahha,Negative
366,agar yeh kaha jae ke wasim akram un logon ke liye hausle ki misaal hain jo apni bemari ki wajah se mayoos ho jate hain to ghalat na hoga,Positive
367,sir hm naliq log ghro main aram kr rahy hain ap baqi logo k comments parh kr phir ghusa karin ap batain bajat pesh hony sy pehly up gradation k case ko bilcul highlight nhi kia gia go govt ny phir bhi nhi krna tha ap logo ny salaries barwany k liy zore lagaya hakoomat ny nhi barai hamin ap logo sy gila nhi hai laken tamam maslo ko km is km highlight to karin,Negative
368,unho ne to parhaya pr humy na aya,Negative
369,yar arsal ko zyada pyar dekhaya hai jiya ke sath in episode mai aur woh jiya abhi bhi shery ke sath haphele kinza irritate karti thi ab shery karta haiarsal ki acting star hai,Positive
370,kitna acha bhai hai kehta me daant kha lun ga ap tension na lo,Positive
371,in ki maujodgi se hamesha mukhalif team par aik khauff sa taari rehta hai,Positive
372,meri to zindgi in py qurban,Positive
373,hain tu bhtt per najany kahan agwa hogaye mention ur friends,Negative
374,sana butt should i tag your mama 😂,Positive
375,donon sathi zakhmi bhi the aur lalak jan ka bayan bazo goli lagne se nakarah ho chuka tha,Negative
376,what about peshawer metro costwhen you point finger to others three of your fingers were being pointed towards youwhat about billion tree tsunami and mines in kpk which are being leased to jahangir tareen and asad umar and senate election which imran himself confessed that pti mpas were sold,Positive
377,uni pohanch kr badshah salamat ko maloom huwa k sentec kal hai aur aap circuit designing ki team k leader bhi hain,Positive
378,meine yehee maximus ki hid do baar pehlay khareedi hui hain aur kasam se dono ka experience bohat hee acha tha bohat tez aur mazedar hids theen yeh aur aisi tez hid lights to meine dekhee bhee nai pehlay choaty se gaoun se taluq hai mera yaha jo bhee hid hotee hain watt ki keh kar bechte hain lekin hotee kuch watt ki hain lekin yeh maximus ki waqai mein watt ki lagtee hai kiunkay bohat bright hai yeh mera car modification ka kaam hai aur meray customers ko yeh hid bohat pasand hai mashaallah se thoray se customers ne request kee hai inko yehee wali hid chayiey sath mein maheenay ki warranty bhee hai jo meine inko dee hui hai aur unki taraf se bhee kissi tarhan ki complain nai ayee lumen hain ismein tou light kuch zyada hee blinding aur tez hai aur issi light ka hee sahee maza hai jab road pe lekay ghumein :d,Positive
379,kal banks me public dealing nahi hogi,Negative
380,buahaa ap ho kitni mar khaty mujhse,Negative
381,mera aik vote is aunty ko or dosra gourmey wli aunty ko,Negative
382,pti mein win kar ti hey tu shah mehmood qureshi pm banien ge,Negative
383,agarcha in ki kuch films ko nakami ka bhi saamna karna parha hai lekin is se sylvester stallone ke career par negative asar nahi parha,Positive
384,pimple hain face par phr wo neshan chor jate hain uska kuch,Negative
385,haha sakth londa hai yeai bol raha hoon,Negative
386,bilquis edhi ki karkardagi ka dairah is qadar wasi hai ke mukhtasir alfaz mein jis ka ahata mumkin nahi,Positive
387,har muqable mein hissa lene ke bad har athlete ko aik doctor dekhne aata tha aur usse check karta tha jab ke dosri saholaten is ke elawa thein,Positive
388,yarrrrrrrrrrrrr tm log sath kia krta mari shkl dakhty khud b asa dant nikal nikal kr logon ki chuglyan krta,Negative
389,pump sirf hot horaha hai lakin moter nhi chal rahi,Negative
390,tera yh hal haina jbi tu rdy na hoe,Positive
391,kyun ke wo aksar tezi se ghomti hui balls se apni nakaam bating ki talafi kar lete hain,Negative
392,q k shakhs to mar jata hy par shakhsiat hamesha zinda rehti hy,Positive
393,meri taraf se bohat shukriya :p,Positive
394,kuta insan khuda barbad kare is ko,Negative
395,bht acha hai product,Positive
396,aunty ko mri trf se thanku bol dena with kissy,Positive
397,ye itni khubsurat masjid kha h,Positive
398,isi film ko bad mein italian stallion ke naam se release kiya gaya jis ne bohat maqboliyat hasil ki,Positive
399,ya allah rihai naseeb farma ameen,Positive
400,haseen dost abtuo raat bhi achi khasi ho chali hay,Positive
401,app tehreek e pakistan ke sar garam rukun rahe,Positive
402,london tu imran khan bhi jata hy bacho sy aur purani bivi sy milnye,Negative
403,r sath gossips b krtay han always ready for this 😅😅,Negative
404,dhoka ha ye site plx mat len ink products fraud ha sarasur,Negative
405,aap sarkon pe reh ke khush hu,Negative
406,ban sahir lodhi show,Negative
407,mukhtalif jamato ki janib se rangers k haq me muzahire,Positive
408,han mai bandari to bandar,Negative
409,mein iski fabric aur fitting se kaafi mutmaeen hoon kiunkay jitna comfortable is ka fabric hai uska double impact user per parhta hai bilkul aik body shaper ki tarhan kaam karta hai aur slim fitting wali shirts ba asani pehn sakta hoon ab :),Positive
410,jab audience aik artist ko apne saamne stage par tann tanha… urdu aur english adab ke shey paron ko parhte hue sunte hain to in par kaif o masti ka aisa aalam taari ho jata hai jis ki lazzat se wo pehle na aashna the,Positive
411,kute ka bacha ghaddar harami haqani,Negative
412,ghar janib dari se dekha jaye to mazi mein pakistan mein insani hoqoq ki sorat e haal qabill e tariff nahi rahi insani hoqoq ki pamali ki sorat mein khawateen ziyadah mutasir hoein,Negative
413,ye ramadan ka special drama hai eid ke dosre din tak khatam hojai gamujhe bhi buhat pasand hai,Positive
414,n league + ppp + fazlul rehman + anp + mqm + jamat e islami k supporter sy request ha is post ko share kary warna dramy band kary,Negative
415,ke mera khayal hai ke khuwateen ko shikayatein karna band kar dena chahiye,Negative
416,is ke bachay phir is ko lanat dain gy,Negative
417,jani imran vote lena k liya ya logoon ko dekhana k liya kaam nahin karta wo aysa kaam karta ha jis main end of the day mulk ka koi faida ho aur isi main mulk ka faida ha,Positive
418,bohat umda,Positive
419,apni missal pesh karta hunk e agar beron e mulk hone wale shirkat ke leye mujhe sirf tickets bhi mil jayein to main bohat jald ranking behtar karte howae top ten khilariyon mein aasakta hun,Positive
420,bohot tiet drmae hai yarbohot maza aya aur kia title song hai miss raju rocket drama,Positive
421,allah salamat rakay ap ko deen ki hidmat kartay howay ameen,Positive
422,main rozana inhi kapron mein hota hun albata joton ke mamle mein meri makhsos pasand hai wo aramdah hun aur mere peeron ke size se kuch bare hun jahan tak jeans ki baat hai main ne phichle panch saalon se koi jeans nahi kharidi,Positive
423,main ne ye kharidi thi bazar se ki aik aur takreeban saal chali phir gum gai lekin daraz pe bohot ziada qeemat hai thats y ratin it low,Negative
424,bilkul meri trahha m m he usy bhi log moj masti k bad tanha chor jaty hain,Negative
425,allah ka inaam hei orat ko buhat bardash de hei,Positive
426,is ke bawajood na sirf yeh ke inho ne apne khel ko mutassir nahi hone diya bal ke wo apni fitness barqarar rakh kar amlan diabetes ko ab tak shikast dete aa rahe hain,Positive
427,ab sirf rs mahana per hasil karein wo bhee warranty ka sath,Positive
428,abhi tou bht zulm sehna hai :'),Negative
429,torkham se karachi tak truck drivers ka safar un ki awaaz ke sath hota hai,Positive
430,lemon ki smell ati ha acha perfume ha ma mil jata ha market se lekin oud al junaid is price ma kafi acha ha is se,Positive
431,purana coat nai tha,Negative
432,koi nae ye rakh lega apne pas tu bus khush reh,Positive
433,achha krti ho,Positive
434,footh path par apni zindagi ka akhtamam kiya,Negative
435,to gussy main kapre e mujhe de ti thi k ja ab mujhe wapas mat karna :d,Negative
436,main n y darazpk s lya tha days k bad or y sandisk ka original sdcard hai speed bhi ala hai or % original or box packed tha ise main use kr rha hun kafi ala hai is ki write or read speed sd cards s ziada hai is ki sub s achi bat k y mobile ki performance ko tez kr deta hai main n samsung ki website s pocha tha original sdcard k bare main lekn pakistan main original card samsung k nhi ate kiunke samsung k hr card pr read or write speed lki honi chahhye jo nhi lkhi hoti or agr card ki packing k oper u likha hai to card pr bhi u hi likha hona chahye jo k nhi lkha hota or microsdhc k oper tm ka logo hona chahye jo k nhi hota,Positive
437,hahaha thank you g,Positive
438,aunty itna kiun machal rahi hain,Negative
439,apni makhsoos tarz mein tarannum se parhi aur logon ne in ke har misrey ka sath diya,Positive
440,mera bs chaly to isse drama se hi bahar kr dun churail kahin ki,Negative
441,mera roza hai : d or main roza rakh k jhoot nae bolta :v :v :v :v :v :v :v,Positive
442,teesra toot ke karli gud nite,Negative
443,mashaallah,Positive
444,mein karachi mein peoples party ki bunyad bacha khan ne rakhi lakin iss se pashter ke iss nauzaidah jamat ka dhancah khara hota june mein griftar ker liye gaye,Negative
445,imran khan is the best and the great leader zindabad imran khan is the gud person,Positive
446,mini screen ke junior artist se le kar global icon banne tak unhon ne har shobe mein shuhrat aur kamyabi hasil ki chahe wo koi stage show ho ya film press conference ho ya kisi benul qawami university mein ki jane wali taqrir,Positive
447,ghotki dharki main functional league kay hamiyon say jhagra azad umeedwar janbahaq,Negative
448,intehai sharmnak video,Negative
449,hahah wai i owe a special thankyou party to uncle n aunty then 😜,Positive
450,haha pgl choty bhaie wali zyada faidy m hoty sb set hoa va milta jithani g 😂,Positive
451,aap ki bayan se dil taza ho jata haiallah aap ko umar darazi farmayeaamin,Positive
452,nahaney per pabandi aid,Negative
453,asooloon p soda na krna pakistani idaron ki mazboobi aur khushhaali ki illamat hay self made qanoon poori qoam ki barbadi hy theme k baad thesis mn hero ka name batain pakarmy in each field/ task winner,Positive
454,november mein newzi land ke roos norman ne woh karnama anjam deya jis mein guzashta panch sal sey bzayada arsa mein har aik nakam raha tha norman kai martaba jahangir sey shikast kha rahe they lakin ke world open final mein squash ki dunia ka azeem tareen khelari zair ho hi gaya,Positive
455,terian tak ky adavaan my mureed ho gia,Positive
456,taqreb mein inayat hussain bhatti ne naat parhi baba ji a chishti ne phechan leya ke ye nojawan apne awaz ke sehar se soz o gudaz ke lashkar se insani qlab o izhan ko musakhar kar sakta hai aur unhon ne inayat hussain bhatti ko apni film “phere” mein gana gane ke leye kaha,Positive
457,sachi khabees orat tu!,Negative
458,ac baat nh h tum badal gaye ho,Negative
459,log kitne behas hai sub dhek dekh j jarahe hain,Negative
460,road he dikhai dety hain is awam ko ab banda kya khy bat phr wo he ha,Negative
461,ro chora ro,Negative
462,hahhahhahah 😂😂,Negative
463,unhein england mein hone wale london open aur malaysia mein hone wale royal cup ka title jeetne ka ezaz bhi hasil hai,Positive
464,itne pyar se kahe g to koi pilaye ga b nhi 😂😂😂,Negative
465,teri battery lakho saal chale,Positive
466,lanat musharf per,Negative
467,har waqt giley shikwey karne walon se mujhe koi hamdardi nahi,Negative
468,pm ki hidayat k bawajood kai elaaqo me awam doosri sehree bhi andheray me kerne pr majboor,Negative
469,bohat se khush haal afraad ne saal ke bachon ko gharelo mulazim rakha hua hai,Negative
470,mahene bad jab mujhe qanon ke shube mein amli tor par ane ki ijazat mil gayi to january mein meri enrolment hoi aur is ke bad main ne phir kabhi palat kar nahi dekha,Positive
471,mery liye be khas dua,Positive
472,salam hazrat sahab duao mai yad rakhye ga,Positive
473,jis ka in ke zehan par kafi bura asar parha aur agle he saal inho ne taleem ko kher bad keh diya us waqt wo high school ke talib e ilm the,Negative
474,yahan bohat mutmaiyn hon,Positive
475,peshawar walon ka to jeena haram kar dya hai without planning metro banany jarhy ho un k hamara kya kam kpk k liye ap ny kya keya apna ghar smbhala nhi jata to dosro ko point out na kry wo apny amal ky jawab deh hain ap apny amal k allah sb ko hidayat dy ameen,Negative
476,allah hamain tasbih khany me ana nasib ho ameen,Positive
477,vespa scoter se cid ke head quarter mein prado par aane wale chaudhry aslam ne zindagi ke bohat se nasheeb o faraz dekhe,Positive
478,shah faisal clny no me safai k naqis intizamat sewerage ka pani kai maah se sarko per khara hai shehri govt ka amla gayab hai,Negative
479,razia sheer khan: main pakistan ki international athlete shazia khan se bohat mutasir hun,Positive
480,pta nai nwaz zrdari bhutto sbko india kyn itne pasand hein rehte pakistan m khate pakistan ka baki sb india ka,Negative
481,pedal bag main dal kr khuwaar sahab ne mazeed khuwaar honay samad sahab k ghar janay ki thani,Negative
482,�eee€�eee jab muhammad hasan askari ne ye shikayat ki ke urdu nasar ka fun zawal pazeer hai aur koi achi zuban nahi likh raha to main ne unhe ibn e safi ki jasoosi dunya ka aik novel parhne ko diya is ke bad wo har maah pochte the,Positive
483,plz is kit ko koi bhi order mat karna bhot gahtiya cheez ha na quality achi ha or na hi use or ya chalti bhi nahi ha,Negative
484,doorian sab mita du bhaie,Positive
485,k electric hukkam shehrion per rehem karen,Negative
486,wase b azaan ab ho ri hai :/,Positive
487,buht achi bat kahi he,Positive
488,art films mien acting ke aaghaz par farooq sheikh ko satya jeet rai muzaffar ali rishikesh mukherjee aur ketan mehta jaise kohna mushq directors ke saath kaam karne ka mauqa mila,Positive
489,”allama shabbir ahmed usmani ne aap ko “ saif ul millat ” ka laqab aur hussain shaheed seharwardi ne allama raghib ahsan ko “ pakistan ki tank force ” kakhitaab diya tha,Positive
490,ta all pakistan newa paper assosiation (apns) ne bhetareen column nigar award deya,Positive
491,video choro bs bachi check kro bc :d,Negative
492,behtareen quality awesome print super love,Positive
493,ek to ap mera naam tag krte ho sam main parh kr mari jati hn hyeeeeee,Negative
494,lekin haqeeqat ye bhi hai ke in ki ghazlon ka sarmaya kafi hai aur hafeez jullandhuri khud ko ghazal go kehalwana pasand karte the,Positive
